FIPS,County,State,Sector,Submarket,Submarket Description,Market,Market Description,VISN,VISN Description,SAS Format,BY16 Sector,Change Indicator,
55099,Price,WISCONSIN,12-h-9-F,12-h-9,V12_Northern,12-h,V12_Northern,12,VA Great Lakes Health Care System,'55099' = '12-h-9-F',12-h-9-F,No Change,
55119,Taylor,WISCONSIN,12-h-9-F,12-h-9,V12_Northern,12-h,V12_Northern,12,VA Great Lakes Health Care System,'55119' = '12-h-9-F',12-h-9-F,No Change,
55137,Waushara,WISCONSIN,12-h-9-F,12-h-9,V12_Northern,12-h,V12_Northern,12,VA Great Lakes Health Care System,'55137' = '12-h-9-F',12-h-9-F,No Change,
55141,Wood,WISCONSIN,12-h-9-F,12-h-9,V12_Northern,12-h,V12_Northern,12,VA Great Lakes Health Care System,'55141' = '12-h-9-F',12-h-9-F,No Change,
17123,Marshall,ILLINOIS,12-f-2-D,12-f-2,V12_Central_Illinois_Sub_West,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17123' = '12-f-2-D',12-f-2-D,No Change,
17125,Mason,ILLINOIS,12-f-2-D,12-f-2,V12_Central_Illinois_Sub_West,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17125' = '12-f-2-D',12-f-2-D,No Change,
17017,Cass,ILLINOIS,12-f-2-A,12-f-2,V12_Central_Illinois_Sub_West,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17017' = '12-f-2-A',12-f-2-A,No Change,
17021,Christian,ILLINOIS,12-f-2-A,12-f-2,V12_Central_Illinois_Sub_West,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17021' = '12-f-2-A',12-f-2-A,No Change,
17107,Logan,ILLINOIS,12-f-2-A,12-f-2,V12_Central_Illinois_Sub_West,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17107' = '12-f-2-A',12-f-2-A,No Change,
17129,Menard,ILLINOIS,12-f-2-A,12-f-2,V12_Central_Illinois_Sub_West,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17129' = '12-f-2-A',12-f-2-A,No Change,
17039,De Witt,ILLINOIS,12-f-2-C,12-f-2,V12_Central_Illinois_Sub_West,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17039' = '12-f-2-C',12-f-2-C,No Change,
17105,Livingston,ILLINOIS,12-f-2-C,12-f-2,V12_Central_Illinois_Sub_West,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17105' = '12-f-2-C',12-f-2-C,No Change,
17113,McLean,ILLINOIS,12-f-2-C,12-f-2,V12_Central_Illinois_Sub_West,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17113' = '12-f-2-C',12-f-2-C,No Change,
17029,Coles,ILLINOIS,12-f-1-C,12-f-1,V12_Central_Illinois_Sub_Central,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17029' = '12-f-1-C',12-f-1-C,No Change,
17035,Cumberland,ILLINOIS,12-f-1-C,12-f-1,V12_Central_Illinois_Sub_Central,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17035' = '12-f-1-C',12-f-1-C,No Change,
17079,Jasper,ILLINOIS,12-f-1-C,12-f-1,V12_Central_Illinois_Sub_Central,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17079' = '12-f-1-C',12-f-1-C,No Change,
17115,Macon,ILLINOIS,12-f-2-B,12-f-2,V12_Central_Illinois_Sub_West,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17115' = '12-f-2-B',12-f-2-B,No Change,
17019,Champaign,ILLINOIS,12-f-1-B,12-f-1,V12_Central_Illinois_Sub_Central,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17019' = '12-f-1-B',12-f-1-B,No Change,
17041,Douglas,ILLINOIS,12-f-1-B,12-f-1,V12_Central_Illinois_Sub_Central,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17041' = '12-f-1-B',12-f-1-B,No Change,
17053,Ford,ILLINOIS,12-f-1-B,12-f-1,V12_Central_Illinois_Sub_Central,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17053' = '12-f-1-B',12-f-1-B,No Change,
17075,Iroquois,ILLINOIS,12-f-1-B,12-f-1,V12_Central_Illinois_Sub_Central,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17075' = '12-f-1-B',12-f-1-B,No Change,
18045,Fountain,INDIANA,12-f-1-A,12-f-1,V12_Central_Illinois_Sub_Central,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'18045' = '12-f-1-A',12-f-1-A,No Change,
18171,Warren,INDIANA,12-f-1-A,12-f-1,V12_Central_Illinois_Sub_Central,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'18171' = '12-f-1-A',12-f-1-A,No Change,
17143,Peoria,ILLINOIS,12-f-2-D,12-f-2,V12_Central_Illinois_Sub_West,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17143' = '12-f-2-D',12-f-2-D,No Change,
17167,Sangamon,ILLINOIS,12-f-2-A,12-f-2,V12_Central_Illinois_Sub_West,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17167' = '12-f-2-A',12-f-2-A,No Change,
17179,Tazewell,ILLINOIS,12-f-2-D,12-f-2,V12_Central_Illinois_Sub_West,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17179' = '12-f-2-D',12-f-2-D,No Change,
17203,Woodford,ILLINOIS,12-f-2-D,12-f-2,V12_Central_Illinois_Sub_West,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17203' = '12-f-2-D',12-f-2-D,No Change,
17139,Moultrie,ILLINOIS,12-f-2-B,12-f-2,V12_Central_Illinois_Sub_West,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17139' = '12-f-2-B',12-f-2-B,No Change,
17173,Shelby,ILLINOIS,12-f-1-C,12-f-1,V12_Central_Illinois_Sub_Central,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17173' = '12-f-1-C',12-f-1-C,No Change,
17147,Piatt,ILLINOIS,12-f-2-B,12-f-2,V12_Central_Illinois_Sub_West,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17147' = '12-f-2-B',12-f-2-B,No Change,
17183,Vermilion,ILLINOIS,12-f-1-A,12-f-1,V12_Central_Illinois_Sub_Central,12-f,V12_Central_Illinois,12,VA Great Lakes Health Care System,'17183' = '12-f-1-A',12-f-1-A,No Change,
17003,Alexander,ILLINOIS,15-e-6-A,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17003' = '15-e-6-A',15-e-6-A,No Change,
17055,Franklin,ILLINOIS,15-e-6-A,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17055' = '15-e-6-A',15-e-6-A,No Change,
17059,Gallatin,ILLINOIS,15-e-6-A,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17059' = '15-e-6-A',15-e-6-A,No Change,
17069,Hardin,ILLINOIS,15-e-6-A,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17069' = '15-e-6-A',15-e-6-A,No Change,
17077,Jackson,ILLINOIS,15-e-6-A,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17077' = '15-e-6-A',15-e-6-A,No Change,
17087,Johnson,ILLINOIS,15-e-6-A,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17087' = '15-e-6-A',15-e-6-A,No Change,
17127,Massac,ILLINOIS,15-e-6-A,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17127' = '15-e-6-A',15-e-6-A,No Change,
17145,Perry,ILLINOIS,15-e-6-A,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17145' = '15-e-6-A',15-e-6-A,No Change,
17151,Pope,ILLINOIS,15-e-6-A,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17151' = '15-e-6-A',15-e-6-A,No Change,
17153,Pulaski,ILLINOIS,15-e-6-A,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17153' = '15-e-6-A',15-e-6-A,No Change,
17157,Randolph,ILLINOIS,15-e-6-A,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17157' = '15-e-6-A',15-e-6-A,No Change,
17165,Saline,ILLINOIS,15-e-6-A,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17165' = '15-e-6-A',15-e-6-A,No Change,
17181,Union,ILLINOIS,15-e-6-A,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17181' = '15-e-6-A',15-e-6-A,No Change,
17199,Williamson,ILLINOIS,15-e-6-A,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17199' = '15-e-6-A',15-e-6-A,No Change,
17025,Clay,ILLINOIS,15-e-6-B,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17025' = '15-e-6-B',15-e-6-B,No Change,
17047,Edwards,ILLINOIS,15-e-6-B,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17047' = '15-e-6-B',15-e-6-B,No Change,
17049,Effingham,ILLINOIS,15-e-6-B,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17049' = '15-e-6-B',15-e-6-B,No Change,
17051,Fayette,ILLINOIS,15-e-6-B,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17051' = '15-e-6-B',15-e-6-B,No Change,
17065,Hamilton,ILLINOIS,15-e-6-B,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17065' = '15-e-6-B',15-e-6-B,No Change,
17081,Jefferson,ILLINOIS,15-e-6-B,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17081' = '15-e-6-B',15-e-6-B,No Change,
17101,Lawrence,ILLINOIS,15-e-6-B,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17101' = '15-e-6-B',15-e-6-B,No Change,
17121,Marion,ILLINOIS,15-e-6-B,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17121' = '15-e-6-B',15-e-6-B,No Change,
17159,Richland,ILLINOIS,15-e-6-B,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17159' = '15-e-6-B',15-e-6-B,No Change,
17185,Wabash,ILLINOIS,15-e-6-B,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17185' = '15-e-6-B',15-e-6-B,No Change,
17189,Washington,ILLINOIS,15-e-6-B,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17189' = '15-e-6-B',15-e-6-B,No Change,
17191,Wayne,ILLINOIS,15-e-6-B,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17191' = '15-e-6-B',15-e-6-B,No Change,
17193,White,ILLINOIS,15-e-6-B,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'17193' = '15-e-6-B',15-e-6-B,No Change,
18027,Daviess,INDIANA,15-e-6-C,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'18027' = '15-e-6-C',15-e-6-C,No Change,
18051,Gibson,INDIANA,15-e-6-C,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'18051' = '15-e-6-C',15-e-6-C,No Change,
18083,Knox,INDIANA,15-e-6-C,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'18083' = '15-e-6-C',15-e-6-C,No Change,
18125,Pike,INDIANA,15-e-6-C,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'18125' = '15-e-6-C',15-e-6-C,No Change,
18129,Posey,INDIANA,15-e-6-C,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'18129' = '15-e-6-C',15-e-6-C,No Change,
18147,Spencer,INDIANA,15-e-6-C,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'18147' = '15-e-6-C',15-e-6-C,No Change,
18163,Vanderburgh,INDIANA,15-e-6-C,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'18163' = '15-e-6-C',15-e-6-C,No Change,
18173,Warrick,INDIANA,15-e-6-C,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'18173' = '15-e-6-C',15-e-6-C,No Change,
21059,Daviess,KENTUCKY,15-e-6-C,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'21059' = '15-e-6-C',15-e-6-C,No Change,
21101,Henderson,KENTUCKY,15-e-6-C,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'21101' = '15-e-6-C',15-e-6-C,No Change,
21007,Ballard,KENTUCKY,15-e-6-D,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'21007' = '15-e-6-D',15-e-6-D,No Change,
21033,Caldwell,KENTUCKY,15-e-6-D,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'21033' = '15-e-6-D',15-e-6-D,No Change,
21039,Carlisle,KENTUCKY,15-e-6-D,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'21039' = '15-e-6-D',15-e-6-D,No Change,
21055,Crittenden,KENTUCKY,15-e-6-D,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'21055' = '15-e-6-D',15-e-6-D,No Change,
21075,Fulton,KENTUCKY,15-e-6-D,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'21075' = '15-e-6-D',15-e-6-D,No Change,
21083,Graves,KENTUCKY,15-e-6-D,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'21083' = '15-e-6-D',15-e-6-D,No Change,
21105,Hickman,KENTUCKY,15-e-6-D,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'21105' = '15-e-6-D',15-e-6-D,No Change,
21107,Hopkins,KENTUCKY,15-e-6-D,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'21107' = '15-e-6-D',15-e-6-D,No Change,
21139,Livingston,KENTUCKY,15-e-6-D,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'21139' = '15-e-6-D',15-e-6-D,No Change,
21143,Lyon,KENTUCKY,15-e-6-D,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'21143' = '15-e-6-D',15-e-6-D,No Change,
21145,McCracken,KENTUCKY,15-e-6-D,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'21145' = '15-e-6-D',15-e-6-D,No Change,
21149,McLean,KENTUCKY,15-e-6-D,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'21149' = '15-e-6-D',15-e-6-D,No Change,
21157,Marshall,KENTUCKY,15-e-6-D,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'21157' = '15-e-6-D',15-e-6-D,No Change,
21225,Union,KENTUCKY,15-e-6-D,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'21225' = '15-e-6-D',15-e-6-D,No Change,
21233,Webster,KENTUCKY,15-e-6-D,15-e-6,V15_East_Marion,15-e,V15_East,15,VA Heartland Network,'21233' = '15-e-6-D',15-e-6-D,No Change,
29017,Bollinger,MISSOURI,15-e-7-A,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29017' = '15-e-7-A',15-e-7-A,No Change,
29031,Cape Girardeau,MISSOURI,15-e-7-A,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29031' = '15-e-7-A',15-e-7-A,No Change,
29093,Iron,MISSOURI,15-e-7-A,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29093' = '15-e-7-A',15-e-7-A,No Change,
29123,Madison,MISSOURI,15-e-7-A,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29123' = '15-e-7-A',15-e-7-A,No Change,
29133,Mississippi,MISSOURI,15-e-7-A,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29133' = '15-e-7-A',15-e-7-A,No Change,
29143,New Madrid,MISSOURI,15-e-7-A,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29143' = '15-e-7-A',15-e-7-A,No Change,
29157,Perry,MISSOURI,15-e-7-A,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29157' = '15-e-7-A',15-e-7-A,No Change,
29179,Reynolds,MISSOURI,15-e-7-A,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29179' = '15-e-7-A',15-e-7-A,No Change,
29186,Sainte Genevieve,MISSOURI,15-e-7-A,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29186' = '15-e-7-A',15-e-7-A,No Change,
29187,St. Francois,MISSOURI,15-e-7-A,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29187' = '15-e-7-A',15-e-7-A,No Change,
29201,Scott,MISSOURI,15-e-7-A,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29201' = '15-e-7-A',15-e-7-A,No Change,
29207,Stoddard,MISSOURI,15-e-7-A,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29207' = '15-e-7-A',15-e-7-A,No Change,
29223,Wayne,MISSOURI,15-e-7-A,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29223' = '15-e-7-A',15-e-7-A,No Change,
05021,Clay,ARKANSAS,15-e-7-B,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'05021' = '15-e-7-B',15-e-7-B,No Change,
05049,Fulton,ARKANSAS,15-e-7-B,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'05049' = '15-e-7-B',15-e-7-B,No Change,
05055,Greene,ARKANSAS,15-e-7-B,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'05055' = '15-e-7-B',15-e-7-B,No Change,
05075,Lawrence,ARKANSAS,15-e-7-B,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'05075' = '15-e-7-B',15-e-7-B,No Change,
05121,Randolph,ARKANSAS,15-e-7-B,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'05121' = '15-e-7-B',15-e-7-B,No Change,
29023,Butler,MISSOURI,15-e-7-B,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29023' = '15-e-7-B',15-e-7-B,No Change,
29035,Carter,MISSOURI,15-e-7-B,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29035' = '15-e-7-B',15-e-7-B,No Change,
29067,Douglas,MISSOURI,15-e-7-B,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29067' = '15-e-7-B',15-e-7-B,No Change,
29069,Dunklin,MISSOURI,15-e-7-B,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29069' = '15-e-7-B',15-e-7-B,No Change,
29091,Howell,MISSOURI,15-e-7-B,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29091' = '15-e-7-B',15-e-7-B,No Change,
29149,Oregon,MISSOURI,15-e-7-B,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29149' = '15-e-7-B',15-e-7-B,No Change,
29153,Ozark,MISSOURI,15-e-7-B,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29153' = '15-e-7-B',15-e-7-B,No Change,
29155,Pemiscot,MISSOURI,15-e-7-B,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29155' = '15-e-7-B',15-e-7-B,No Change,
29181,Ripley,MISSOURI,15-e-7-B,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29181' = '15-e-7-B',15-e-7-B,No Change,
29203,Shannon,MISSOURI,15-e-7-B,15-e-7,V15_East_Poplar_Bluff,15-e,V15_East,15,VA Heartland Network,'29203' = '15-e-7-B',15-e-7-B,No Change,
29071,Franklin,MISSOURI,15-e-8-A,15-e-8,V15_East_St_Louis,15-e,V15_East,15,VA Heartland Network,'29071' = '15-e-8-A',15-e-8-A,No Change,
29099,Jefferson,MISSOURI,15-e-8-A,15-e-8,V15_East_St_Louis,15-e,V15_East,15,VA Heartland Network,'29099' = '15-e-8-A',15-e-8-A,No Change,
29113,Lincoln,MISSOURI,15-e-8-A,15-e-8,V15_East_St_Louis,15-e,V15_East,15,VA Heartland Network,'29113' = '15-e-8-A',15-e-8-A,No Change,
29183,Saint Charles,MISSOURI,15-e-8-A,15-e-8,V15_East_St_Louis,15-e,V15_East,15,VA Heartland Network,'29183' = '15-e-8-A',15-e-8-A,No Change,
29219,Warren,MISSOURI,15-e-8-A,15-e-8,V15_East_St_Louis,15-e,V15_East,15,VA Heartland Network,'29219' = '15-e-8-A',15-e-8-A,No Change,
29221,Washington,MISSOURI,15-e-8-A,15-e-8,V15_East_St_Louis,15-e,V15_East,15,VA Heartland Network,'29221' = '15-e-8-A',15-e-8-A,No Change,
29189,Saint Louis,MISSOURI,15-e-8-B,15-e-8,V15_East_St_Louis,15-e,V15_East,15,VA Heartland Network,'29189' = '15-e-8-B',15-e-8-B,No Change,
29510,Saint Louis City,MISSOURI,15-e-8-C,15-e-8,V15_East_St_Louis,15-e,V15_East,15,VA Heartland Network,'29510' = '15-e-8-C',15-e-8-C,No Change,
17005,Bond,ILLINOIS,15-e-8-D,15-e-8,V15_East_St_Louis,15-e,V15_East,15,VA Heartland Network,'17005' = '15-e-8-D',15-e-8-D,No Change,
17013,Calhoun,ILLINOIS,15-e-8-D,15-e-8,V15_East_St_Louis,15-e,V15_East,15,VA Heartland Network,'17013' = '15-e-8-D',15-e-8-D,No Change,
17027,Clinton,ILLINOIS,15-e-8-D,15-e-8,V15_East_St_Louis,15-e,V15_East,15,VA Heartland Network,'17027' = '15-e-8-D',15-e-8-D,No Change,
17061,Greene,ILLINOIS,15-e-8-D,15-e-8,V15_East_St_Louis,15-e,V15_East,15,VA Heartland Network,'17061' = '15-e-8-D',15-e-8-D,No Change,
17083,Jersey,ILLINOIS,15-e-8-D,15-e-8,V15_East_St_Louis,15-e,V15_East,15,VA Heartland Network,'17083' = '15-e-8-D',15-e-8-D,No Change,
17117,Macoupin,ILLINOIS,15-e-8-D,15-e-8,V15_East_St_Louis,15-e,V15_East,15,VA Heartland Network,'17117' = '15-e-8-D',15-e-8-D,No Change,
17119,Madison,ILLINOIS,15-e-8-D,15-e-8,V15_East_St_Louis,15-e,V15_East,15,VA Heartland Network,'17119' = '15-e-8-D',15-e-8-D,No Change,
17135,Montgomery,ILLINOIS,15-e-8-D,15-e-8,V15_East_St_Louis,15-e,V15_East,15,VA Heartland Network,'17135' = '15-e-8-D',15-e-8-D,No Change,
17137,Morgan,ILLINOIS,15-e-8-D,15-e-8,V15_East_St_Louis,15-e,V15_East,15,VA Heartland Network,'17137' = '15-e-8-D',15-e-8-D,No Change,
17171,Scott,ILLINOIS,15-e-8-D,15-e-8,V15_East_St_Louis,15-e,V15_East,15,VA Heartland Network,'17171' = '15-e-8-D',15-e-8-D,No Change,
17133,Monroe,ILLINOIS,15-e-8-E,15-e-8,V15_East_St_Louis,15-e,V15_East,15,VA Heartland Network,'17133' = '15-e-8-E',15-e-8-E,No Change,
17163,Saint Clair,ILLINOIS,15-e-8-E,15-e-8,V15_East_St_Louis,15-e,V15_East,15,VA Heartland Network,'17163' = '15-e-8-E',15-e-8-E,No Change,
20007,Barber,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20007' = '15-f-4-A',15-f-4-A,No Change,
20009,Barton,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20009' = '15-f-4-A',15-f-4-A,No Change,
20025,Clark,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20025' = '15-f-4-A',15-f-4-A,No Change,
20033,Comanche,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20033' = '15-f-4-A',15-f-4-A,No Change,
20039,Decatur,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20039' = '15-f-4-A',15-f-4-A,No Change,
20047,Edwards,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20047' = '15-f-4-A',15-f-4-A,No Change,
20051,Ellis,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20051' = '15-f-4-A',15-f-4-A,No Change,
20053,Ellsworth,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20053' = '15-f-4-A',15-f-4-A,No Change,
20055,Finney,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20055' = '15-f-4-A',15-f-4-A,No Change,
20057,Ford,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20057' = '15-f-4-A',15-f-4-A,No Change,
20063,Gove,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20063' = '15-f-4-A',15-f-4-A,No Change,
20065,Graham,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20065' = '15-f-4-A',15-f-4-A,No Change,
20067,Grant,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20067' = '15-f-4-A',15-f-4-A,No Change,
20069,Gray,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20069' = '15-f-4-A',15-f-4-A,No Change,
20077,Harper,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20077' = '15-f-4-A',15-f-4-A,No Change,
20081,Haskell,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20081' = '15-f-4-A',15-f-4-A,No Change,
20083,Hodgeman,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20083' = '15-f-4-A',15-f-4-A,No Change,
20093,Kearny,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20093' = '15-f-4-A',15-f-4-A,No Change,
20095,Kingman,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20095' = '15-f-4-A',15-f-4-A,No Change,
20097,Kiowa,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20097' = '15-f-4-A',15-f-4-A,No Change,
20101,Lane,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20101' = '15-f-4-A',15-f-4-A,No Change,
20105,Lincoln,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20105' = '15-f-4-A',15-f-4-A,No Change,
20113,McPherson,KANSAS,15-f-4-A,15-f-4,V15_West_Wichita,15-f,V15_West,15,VA Heartland Network,'20113' = '15-f-4-A',15-f-4-A,No Change,
